customer_id,age,gender,subscription_type,monthly_watch_hours,favorite_genre,devices_used,avg_session_time,monthly_subscription_cost,payment_method,support_tickets,ads_tolerance,days_since_last_login,number_of_profiles,binge_watch_frequency,content_rating_given,account_age_months,auto_renew_enabled,churn
OTT-04521,29,Female,Premium,58.6,Comedy,2,2.84,407.0,UPI,0.0,High,2,3,Often,4.3,33,1,0
OTT-04522,47,Male,Standard,12.8,Action,5,0.86,237.84,UPI,3.0,Low,5,5,Sometimes,3.8,9,1,0
OTT-04523,40,Female,Basic,26.9,Thriller,2,1.25,133.82,Wallet,2.0,Medium,0,2,Always,1.5,26,1,0
OTT-04524,59,Female,Standard,14.0,Romance,5,1.26,283.66,Net Banking,0.0,Low,7,4,Always,4.0,51,0,0
OTT-04525,49,Female,Basic,41.8,Documentary,1,3.95,144.79,Credit Card,0.0,Low,5,5,Often,2.9,52,1,0
OTT-04526,48,Male,Premium,7.7,Thriller,3,0.83,465.01,UPI,2.0,Low,23,2,Rarely,4.4,47,1,0
OTT-04527,18,Male,Standard,11.2,Documentary,3,0.92,217.08,UPI,0.0,Low,0,1,Rarely,4.3,41,1,0
OTT-04528,44,Female,Basic,35.2,Sci-Fi,3,3.36,138.53,Wallet,1.0,High,7,5,Sometimes,4.8,21,0,1
OTT-04529,34,Male,Standard,37.9,Comedy,3,1.76,272.04,Credit Card,0.0,Low,13,2,Rarely,1.3,52,0,0
OTT-04530,28,Other,Basic,32.0,Sci-Fi,1,2.65,127.71,Credit Card,3.0,Medium,6,1,Sometimes,3.8,22,1,0
OTT-04531,37,Male,Premium,37.8,Sci-Fi,1,2.25,389.36,Wallet,1.0,Medium,2,3,Sometimes,,33,0,0
OTT-04532,46,Female,Premium,8.0,Comedy,5,0.5,477.52,Wallet,0.0,Low,9,5,Sometimes,4.1,58,1,1
OTT-04533,41,Female,Premium,,Action,1,1.42,411.25,Wallet,0.0,High,43,5,Sometimes,3.4,33,0,0
OTT-04534,24,Male,Standard,2.2,Sci-Fi,3,0.5,288.31,UPI,0.0,Low,0,2,Sometimes,3.0,48,1,0
OTT-04535,43,Male,Standard,28.1,Romance,4,3.02,213.78,Net Banking,0.0,High,2,3,Rarely,1.0,5,1,0
OTT-04536,27,Female,Basic,30.2,Documentary,5,1.29,138.04,UPI,2.0,High,6,4,Sometimes,3.4,21,1,0
OTT-04537,37,Female,Standard,42.1,Comedy,2,2.27,257.28,Credit Card,0.0,High,9,2,Sometimes,2.7,27,1,1
OTT-04538,31,Male,Standard,34.8,Comedy,3,1.74,281.35,UPI,,Medium,9,2,Rarely,2.3,41,1,0
OTT-04539,32,Female,Standard,66.6,Documentary,3,4.57,214.02,Credit Card,0.0,Low,0,4,Never,5.0,1,1,0
OTT-04540,44,Male,Premium,34.8,Thriller,3,2.87,423.63,Credit Card,0.0,Low,1,4,Rarely,3.8,51,1,0
OTT-04541,22,Male,Basic,38.7,Drama,1,2.27,122.84,Wallet,2.0,Medium,28,4,Sometimes,3.2,16,0,0
OTT-04542,58,Female,Basic,15.9,Sci-Fi,2,1.71,133.94,Credit Card,0.0,Low,0,4,Sometimes,4.5,35,0,0
OTT-04543,18,Male,Basic,35.8,Romance,5,1.66,125.57,Wallet,2.0,High,5,4,Rarely,1.9,36,0,1
OTT-04544,27,Female,Basic,22.1,Action,3,1.16,105.72,Credit Card,0.0,Medium,8,1,Often,3.5,44,0,0
OTT-04545,39,Male,Basic,21.3,Sci-Fi,2,1.02,122.85,Credit Card,0.0,Low,3,1,Sometimes,4.4,32,1,0
OTT-04546,42,Male,Standard,41.5,Documentary,4,2.35,204.01,UPI,0.0,Low,2,4,Often,1.5,29,1,0
OTT-04547,33,Male,Standard,11.2,Action,1,0.63,217.32,Net Banking,0.0,Low,3,3,Always,1.9,39,1,0
OTT-04548,34,Female,Basic,30.0,Thriller,3,1.65,114.01,UPI,0.0,Medium,3,3,Sometimes,1.3,47,0,0
OTT-04549,39,Female,Premium,24.7,Sci-Fi,2,1.16,470.01,Wallet,4.0,Low,4,4,Sometimes,5.0,23,1,0
OTT-04550,32,Female,Basic,45.0,Action,2,3.8,137.95,Credit Card,0.0,Medium,1,1,Often,3.3,15,1,0
OTT-04551,51,Male,Standard,42.0,Sci-Fi,3,2.14,290.35,Wallet,0.0,Medium,19,3,Always,3.0,26,1,0
OTT-04552,45,Male,Standard,25.0,Comedy,2,1.44,203.74,Credit Card,0.0,Low,14,1,Sometimes,2.4,37,1,0
OTT-04553,45,Female,Standard,15.6,Sci-Fi,2,0.95,199.66,Wallet,1.0,Medium,0,2,Rarely,2.8,25,1,0
OTT-04554,23,Male,Premium,46.6,Romance,5,2.71,441.98,UPI,0.0,Medium,14,1,Always,4.1,55,1,0
OTT-04555,34,Female,Basic,27.7,Sci-Fi,1,2.19,139.3,Net Banking,0.0,Medium,17,4,Sometimes,4.7,2,1,0
OTT-04556,31,Male,Standard,52.8,Action,5,6.12,277.33,Net Banking,0.0,High,25,5,Sometimes,1.4,12,1,0
OTT-04557,22,Female,Premium,33.7,Romance,1,1.61,394.9,Credit Card,0.0,Low,9,4,Sometimes,2.2,19,1,0
OTT-04558,39,Male,Standard,27.8,Action,1,1.18,297.45,Wallet,0.0,Medium,19,2,Rarely,1.8,59,0,0
OTT-04559,28,Female,Basic,23.0,Documentary,5,1.42,145.61,Credit Card,3.0,High,14,1,Often,2.7,32,1,0
OTT-04560,42,Male,Standard,34.2,Documentary,3,1.54,214.83,Credit Card,0.0,Low,0,3,Often,3.1,23,1,0
OTT-04561,22,Male,Standard,12.1,Drama,2,0.69,217.86,Net Banking,1.0,Medium,16,4,Always,3.9,5,0,1
OTT-04562,55,Male,Premium,19.7,Drama,4,0.83,351.62,Credit Card,2.0,Medium,8,3,Rarely,4.5,55,0,0
OTT-04563,24,Male,Basic,48.3,Romance,5,2.9,137.97,Credit Card,1.0,Medium,10,1,Often,3.2,25,1,0
OTT-04564,37,Male,Basic,13.4,Documentary,5,1.17,145.05,UPI,,Low,21,2,Sometimes,3.0,57,1,0
OTT-04565,44,Female,Standard,44.2,Drama,3,1.94,284.52,Net Banking,0.0,Medium,0,4,Always,3.3,35,1,0
OTT-04566,28,Female,Basic,57.7,Drama,2,2.67,130.39,Credit Card,3.0,Low,1,3,Never,4.6,56,0,1
OTT-04567,45,Female,Basic,20.8,Comedy,5,1.41,99.35,UPI,2.0,Medium,8,4,Often,3.6,29,1,0
OTT-04568,20,Female,Basic,60.6,Action,4,2.72,138.36,Net Banking,2.0,Medium,5,4,Often,4.1,38,1,0
OTT-04569,52,Female,Basic,77.4,Drama,2,8.0,106.48,Wallet,1.0,Medium,5,3,Often,3.9,45,1,0
OTT-04570,35,Male,Basic,21.4,Romance,5,0.99,143.73,Wallet,0.0,Medium,3,2,Always,4.7,20,1,1
OTT-04571,27,Male,Premium,28.3,Comedy,5,1.44,429.66,Net Banking,1.0,Low,17,4,Sometimes,4.3,47,1,0
OTT-04572,31,Male,Basic,20.0,Documentary,1,1.38,137.22,Net Banking,1.0,Low,1,2,Often,2.4,36,0,0
OTT-04573,44,Female,Basic,32.4,Drama,1,1.51,113.47,UPI,1.0,Low,7,2,Often,4.4,52,0,0
OTT-04574,27,Male,Basic,34.4,Sci-Fi,5,3.39,126.86,Credit Card,1.0,Low,6,1,Never,2.9,7,0,0
OTT-04575,26,Male,Premium,20.8,Documentary,3,1.82,379.33,Net Banking,0.0,Medium,8,3,Rarely,4.4,22,1,0
OTT-04576,32,Female,Premium,18.4,Romance,1,1.08,380.18,Wallet,0.0,Medium,0,1,Sometimes,4.6,18,1,0
OTT-04577,20,Male,Premium,37.1,Action,5,1.61,484.15,Net Banking,1.0,Low,11,5,Often,3.7,53,1,0
OTT-04578,56,Female,Basic,24.5,Documentary,2,2.4,104.38,Credit Card,0.0,High,0,1,Never,3.9,21,1,0
OTT-04579,28,Female,Premium,23.2,Sci-Fi,4,1.32,468.62,UPI,0.0,Medium,7,4,Often,1.6,22,1,1
OTT-04580,44,Male,Standard,36.9,Documentary,1,1.77,283.62,UPI,2.0,Low,3,4,Rarely,2.3,39,0,1
OTT-04581,37,Male,Basic,22.8,Drama,5,1.1,124.8,Net Banking,0.0,Low,3,4,Sometimes,3.2,12,0,0
OTT-04582,23,Female,Standard,18.8,Romance,1,1.01,214.17,Net Banking,4.0,Medium,13,5,Rarely,1.0,11,1,0
OTT-04583,34,Female,Premium,19.4,Sci-Fi,2,0.81,413.49,UPI,0.0,Low,42,2,Rarely,4.4,56,1,1
OTT-04584,44,Male,Premium,55.9,Romance,3,3.45,477.56,Credit Card,1.0,High,6,4,Sometimes,2.5,12,1,0
OTT-04585,32,Female,Premium,33.2,Thriller,5,1.45,422.49,Wallet,1.0,Medium,11,1,Always,3.9,26,1,0
OTT-04586,49,Female,Premium,29.6,Documentary,2,1.6,452.52,Net Banking,0.0,High,2,2,Rarely,4.1,30,1,1
OTT-04587,47,Male,Basic,26.3,Sci-Fi,4,1.28,123.04,Credit Card,3.0,Low,8,1,Never,3.2,15,1,1
OTT-04588,46,Male,Standard,26.4,Romance,5,1.66,290.33,Credit Card,0.0,Medium,1,1,Always,4.2,8,1,0
OTT-04589,29,Female,Basic,9.5,Sci-Fi,4,0.88,118.61,Wallet,0.0,High,18,4,Sometimes,3.7,43,1,0
OTT-04590,22,Male,Premium,13.2,Thriller,3,1.34,457.68,Wallet,0.0,Low,6,1,Often,2.4,53,1,0
OTT-04591,27,Female,Basic,57.7,Action,5,2.94,101.53,UPI,0.0,Low,4,5,Always,4.3,18,1,0
OTT-04592,37,Male,Premium,12.1,Action,5,0.84,400.28,Credit Card,3.0,Medium,7,2,Often,3.5,10,1,0
OTT-04593,41,Female,Standard,20.5,Documentary,2,1.16,277.96,Credit Card,0.0,High,24,4,Often,1.6,8,1,0
OTT-04594,18,Female,Standard,23.6,Comedy,1,1.14,199.82,Credit Card,0.0,Medium,14,4,Sometimes,4.1,38,0,0
OTT-04595,34,Female,Basic,20.8,Sci-Fi,5,0.97,143.41,UPI,2.0,Medium,1,1,Often,3.7,35,1,0
OTT-04596,36,Male,Standard,16.0,Thriller,3,0.96,285.06,UPI,0.0,Medium,14,1,Always,2.1,20,1,0
OTT-04597,31,Male,Premium,43.0,Romance,5,3.22,444.49,UPI,2.0,Low,4,3,Always,4.4,12,0,0
OTT-04598,50,Female,Basic,12.0,Comedy,5,0.57,113.0,Net Banking,0.0,Medium,5,3,Often,2.5,49,1,0
OTT-04599,40,Male,Standard,77.0,Sci-Fi,5,5.11,206.07,Credit Card,0.0,Low,14,4,Never,3.2,3,1,0
OTT-04600,50,Male,Basic,13.0,Comedy,5,0.54,116.73,Credit Card,1.0,Low,6,4,Always,2.4,20,1,1
OTT-04601,32,Female,Standard,52.0,Sci-Fi,3,2.36,266.39,UPI,1.0,High,0,1,Rarely,3.9,50,1,0
OTT-04602,46,Male,Basic,61.6,Documentary,2,2.98,105.17,Credit Card,0.0,Medium,2,5,Sometimes,3.3,12,0,1
OTT-04603,54,Male,Basic,8.6,Documentary,1,0.71,135.22,Credit Card,2.0,High,22,5,Rarely,2.9,54,1,1
OTT-04604,50,Male,Premium,30.7,Action,3,2.17,469.34,UPI,0.0,Low,8,1,Rarely,1.1,24,1,0
OTT-04605,21,Female,Standard,36.1,Romance,3,1.61,248.87,Net Banking,0.0,Low,19,3,Often,3.4,16,1,0
OTT-04606,31,Female,Basic,33.1,Thriller,4,3.94,126.12,Net Banking,1.0,High,3,3,Rarely,3.5,54,1,0
OTT-04607,30,Male,Standard,37.3,Documentary,1,1.75,244.41,Net Banking,3.0,Low,11,5,Rarely,1.7,10,1,0
OTT-04608,40,Male,Basic,18.6,Action,2,1.25,147.14,Net Banking,0.0,Low,15,4,Rarely,2.3,19,1,0
OTT-04609,43,Male,Basic,45.2,Comedy,2,2.09,103.6,Net Banking,2.0,Medium,2,1,Sometimes,4.5,41,1,0
OTT-04610,24,Female,Standard,17.6,Drama,4,1.01,217.05,Credit Card,2.0,Low,0,4,Often,3.2,14,1,0
OTT-04611,35,Male,Basic,21.6,Documentary,4,1.27,118.68,Wallet,0.0,High,10,3,Often,2.7,52,0,0
OTT-04612,18,Female,Standard,15.8,Comedy,3,0.79,244.98,Credit Card,0.0,Medium,8,5,Often,4.7,14,1,0
OTT-04613,52,Male,Standard,42.7,Drama,2,1.97,234.52,Credit Card,3.0,High,0,4,Often,4.2,22,1,0
OTT-04614,28,Other,Premium,40.7,Sci-Fi,2,2.06,362.45,Credit Card,0.0,High,5,3,Never,1.4,4,0,0
OTT-04615,35,Male,Premium,16.7,Action,2,1.07,488.75,Wallet,0.0,Low,8,3,Often,4.4,47,0,0
OTT-04616,31,Female,Basic,23.9,Sci-Fi,3,1.78,137.23,Wallet,2.0,Medium,2,3,Often,1.6,52,0,0
OTT-04617,48,Male,Standard,57.6,Thriller,2,2.57,250.55,Net Banking,0.0,Low,1,4,Never,1.7,59,1,0
OTT-04618,18,Male,Standard,9.9,Romance,5,0.59,234.89,UPI,0.0,Low,16,2,Sometimes,1.3,34,1,1
OTT-04619,34,Female,Basic,73.4,Documentary,4,3.44,117.04,UPI,0.0,High,25,5,Never,2.9,58,1,0
OTT-04620,33,Female,Premium,18.0,Drama,4,0.72,410.79,Wallet,2.0,Low,5,3,Rarely,,18,1,0
OTT-04621,29,Male,Premium,23.8,Documentary,4,1.26,390.72,Net Banking,0.0,Low,1,4,Sometimes,4.0,34,1,0
OTT-04622,55,Female,Standard,29.5,Romance,4,2.32,237.39,Wallet,0.0,Low,5,1,Never,1.1,18,1,0
OTT-04623,24,Female,Standard,13.0,Sci-Fi,5,0.57,236.89,Credit Card,4.0,Low,3,5,Never,1.7,40,1,0
OTT-04624,44,Female,Basic,40.9,Action,1,3.23,103.06,Credit Card,1.0,Medium,6,1,Never,3.5,31,0,1
OTT-04625,39,Male,Standard,18.9,Action,2,1.52,202.35,Wallet,0.0,Medium,0,1,Rarely,3.1,42,1,0
OTT-04626,50,Female,Premium,,Sci-Fi,4,2.11,386.33,Credit Card,2.0,Medium,20,4,Never,1.2,20,1,0
OTT-04627,26,Female,Standard,87.3,Sci-Fi,2,8.0,294.65,Wallet,0.0,High,0,2,Often,4.7,36,1,0
OTT-04628,26,Male,Basic,25.7,Action,2,1.13,146.94,UPI,0.0,Low,5,4,Rarely,4.0,42,1,0
OTT-04629,48,Female,Standard,32.9,Thriller,5,2.76,270.88,Wallet,2.0,Low,10,4,Always,2.4,10,1,0
OTT-04630,40,Male,Standard,27.8,Drama,2,2.82,292.53,Credit Card,0.0,Low,10,5,Always,3.1,59,1,0
OTT-04631,18,Male,Standard,46.9,Romance,4,3.35,224.12,Net Banking,5.0,Medium,3,4,Often,2.5,3,1,0
OTT-04632,28,Female,Standard,55.1,Comedy,2,2.74,230.56,UPI,0.0,Medium,6,5,Never,2.8,21,1,0
OTT-04633,39,Female,Standard,32.7,Documentary,5,2.37,210.09,UPI,1.0,High,6,3,Always,3.4,36,1,0
OTT-04634,45,Male,Standard,72.9,Sci-Fi,4,5.5,255.38,UPI,5.0,Medium,1,5,Sometimes,2.6,55,1,0
OTT-04635,26,Male,Premium,51.2,Sci-Fi,5,3.14,379.01,Wallet,0.0,Low,4,4,Rarely,3.5,10,1,0
OTT-04636,18,Female,Basic,19.1,Documentary,3,2.28,105.18,Net Banking,0.0,Low,1,3,Often,2.9,7,0,1
OTT-04637,41,Male,Premium,97.0,Action,1,5.93,448.91,Credit Card,2.0,Medium,0,3,Sometimes,3.6,22,1,0
OTT-04638,20,Female,Standard,16.5,Romance,2,,290.97,Wallet,0.0,Medium,0,2,Sometimes,2.0,23,1,0
OTT-04639,18,Female,Standard,47.0,Romance,2,2.18,219.51,Credit Card,0.0,Low,5,4,Often,1.7,12,1,0
OTT-04640,18,Male,Premium,31.0,Thriller,2,3.37,365.49,UPI,0.0,Medium,13,1,Rarely,1.1,39,1,0
OTT-04641,44,Female,Standard,23.0,Drama,3,,263.76,Credit Card,1.0,High,41,4,Rarely,3.4,13,1,0
OTT-04642,36,Female,Premium,60.9,Thriller,1,3.84,480.2,Wallet,1.0,Medium,8,1,Always,4.9,40,1,1
OTT-04643,32,Male,Basic,31.0,Thriller,5,1.41,108.08,Credit Card,0.0,Medium,3,2,Often,2.7,59,1,1
OTT-04644,51,Female,Basic,35.9,Romance,3,3.71,147.13,Credit Card,0.0,Medium,2,4,Rarely,1.9,13,1,0
OTT-04645,42,Female,Standard,9.8,Drama,3,0.82,218.84,Wallet,0.0,Low,11,2,Sometimes,1.1,33,1,1
OTT-04646,54,Female,Premium,47.2,Drama,4,2.2,417.45,Net Banking,0.0,Low,0,1,Rarely,3.1,31,0,1
OTT-04647,18,Female,Premium,36.1,Drama,3,1.61,497.11,Credit Card,2.0,Low,3,5,Always,5.0,48,1,0
OTT-04648,34,Male,Standard,24.5,Documentary,3,1.44,219.81,Net Banking,0.0,Low,11,4,Sometimes,4.9,51,1,0
OTT-04649,18,Male,Standard,36.3,Action,2,4.36,235.36,Wallet,0.0,High,5,3,Often,1.4,28,0,0
OTT-04650,32,Male,Standard,39.5,Drama,4,1.7,260.35,Credit Card,2.0,Low,6,3,Always,4.3,19,1,0
OTT-04651,32,Male,Premium,31.6,Romance,5,2.18,404.41,Net Banking,2.0,Medium,37,2,Always,1.7,21,1,1
OTT-04652,42,Male,Standard,21.4,Documentary,1,2.47,262.51,UPI,2.0,Medium,5,5,Rarely,4.2,32,0,0
OTT-04653,35,Female,Standard,42.9,Action,5,1.96,265.19,Net Banking,2.0,Medium,9,3,Always,4.4,26,1,0
OTT-04654,42,Female,Standard,,Comedy,4,2.28,211.34,UPI,3.0,Medium,65,3,Rarely,1.0,13,0,1
OTT-04655,43,Female,Standard,12.6,Sci-Fi,2,1.12,230.49,Net Banking,2.0,Medium,11,4,Sometimes,1.9,29,1,0
OTT-04656,60,Female,Standard,66.6,Thriller,1,3.08,273.87,Credit Card,0.0,Medium,7,3,Never,1.2,7,1,0
OTT-04657,31,Female,Premium,50.6,Drama,5,3.21,391.38,Net Banking,0.0,High,3,1,Often,,47,1,0
OTT-04658,23,Female,Standard,52.0,Comedy,1,2.84,207.83,Credit Card,0.0,Low,37,2,Often,1.1,26,1,0
OTT-04659,37,Female,Premium,32.1,Drama,1,1.46,390.38,UPI,0.0,Low,3,3,Often,3.5,6,1,0
OTT-04660,25,Male,Basic,39.1,Thriller,1,2.32,102.61,Credit Card,0.0,Medium,1,4,Always,3.2,32,0,0
OTT-04661,52,Female,Standard,27.1,Romance,3,2.74,285.2,Net Banking,2.0,Low,26,1,Sometimes,2.5,36,0,0
OTT-04662,31,Female,Standard,34.2,Romance,4,1.4,266.06,Credit Card,1.0,Medium,3,3,Sometimes,,54,0,0
OTT-04663,28,Male,Standard,23.7,Thriller,4,1.84,206.29,UPI,2.0,High,8,2,Often,5.0,23,0,0
OTT-04664,29,Female,Premium,,Comedy,2,1.05,413.48,UPI,0.0,Medium,10,2,Often,1.7,52,1,0
OTT-04665,43,Female,Basic,31.0,Action,5,3.83,111.94,Net Banking,0.0,High,3,2,Sometimes,,11,1,0
OTT-04666,33,Male,Basic,21.3,Sci-Fi,2,1.31,145.99,UPI,0.0,Low,5,3,Always,3.6,56,0,0
OTT-04667,27,Female,Standard,79.6,Sci-Fi,5,3.98,272.12,Net Banking,1.0,Low,1,1,Never,3.7,21,1,1
OTT-04668,54,Male,Basic,34.2,Sci-Fi,1,1.46,125.53,Credit Card,2.0,Medium,21,5,Often,2.4,19,1,0
OTT-04669,24,Male,Premium,42.6,Action,5,2.0,354.35,Credit Card,4.0,High,8,2,Rarely,1.9,34,1,1
OTT-04670,35,Female,Basic,21.7,Drama,5,1.76,117.57,UPI,0.0,Medium,22,1,Sometimes,3.6,49,1,0
OTT-04671,42,Female,Standard,45.8,Thriller,1,3.77,280.97,Wallet,1.0,High,2,4,Always,4.7,47,1,0
OTT-04672,18,Female,Basic,29.6,Thriller,2,2.1,131.72,Credit Card,0.0,High,10,4,Sometimes,4.9,52,0,0
OTT-04673,40,Female,Standard,18.2,Action,5,1.84,269.92,Credit Card,0.0,Medium,2,1,Always,2.9,50,1,1
OTT-04674,22,Male,Standard,37.7,Comedy,2,1.95,208.03,Credit Card,2.0,Low,3,4,Sometimes,2.7,44,0,0
OTT-04675,44,Female,Basic,59.2,Sci-Fi,2,2.47,100.76,UPI,5.0,Medium,4,4,Often,2.4,35,1,0
OTT-04676,23,Female,Standard,25.9,Documentary,4,1.37,260.42,UPI,1.0,High,7,2,Often,4.2,49,1,0
OTT-04677,43,Other,Standard,31.1,Thriller,1,1.82,232.1,Net Banking,0.0,Low,8,3,Rarely,2.0,31,1,0
OTT-04678,48,Male,Premium,29.2,Romance,1,1.76,396.46,Credit Card,0.0,Medium,2,3,Always,3.1,46,1,1
OTT-04679,45,Female,Basic,30.9,Romance,3,1.71,133.66,Credit Card,2.0,Medium,0,3,Rarely,2.4,29,1,0
OTT-04680,38,Female,Standard,33.4,Documentary,2,1.66,258.95,Credit Card,3.0,Low,14,3,Sometimes,4.5,6,1,0
OTT-04681,32,Female,Premium,63.5,Thriller,3,2.95,436.65,UPI,2.0,Medium,7,1,Always,2.1,36,1,0
OTT-04682,28,Female,Premium,33.9,Sci-Fi,1,1.71,377.18,Net Banking,1.0,Low,3,2,Never,3.7,53,1,0
OTT-04683,52,Male,Premium,14.7,Sci-Fi,1,0.74,410.49,Credit Card,1.0,High,0,1,Sometimes,3.4,31,1,0
OTT-04684,26,Female,Premium,30.7,Sci-Fi,3,1.27,450.43,Wallet,2.0,Medium,1,4,Rarely,2.3,32,1,0
OTT-04685,22,Female,Standard,38.5,Comedy,1,1.65,204.94,Credit Card,3.0,High,5,2,Rarely,2.0,40,1,0
OTT-04686,42,Male,Standard,23.8,Romance,1,1.08,288.9,Net Banking,4.0,Low,6,5,Rarely,4.2,59,0,0
OTT-04687,25,Female,Basic,,Comedy,4,6.92,139.73,UPI,1.0,Low,4,3,Always,3.0,20,1,0
OTT-04688,23,Female,Standard,21.7,Action,5,1.12,239.35,Credit Card,,High,8,4,Sometimes,3.4,22,0,0
OTT-04689,18,Male,Premium,19.6,Drama,4,1.25,407.24,Net Banking,0.0,Low,16,3,Rarely,4.8,3,1,0
OTT-04690,29,Female,Standard,40.3,Sci-Fi,5,2.18,295.39,Net Banking,0.0,Low,11,3,Always,2.6,8,0,0
OTT-04691,34,Male,Standard,20.7,Action,4,1.05,236.81,UPI,0.0,Low,20,3,Sometimes,4.3,45,1,0
OTT-04692,37,Male,Standard,41.4,Drama,4,2.05,269.87,UPI,0.0,Medium,9,5,Often,3.6,19,0,0
OTT-04693,46,Female,Basic,26.9,Documentary,2,1.18,144.45,Credit Card,3.0,Low,1,4,Sometimes,3.4,31,1,0
OTT-04694,41,Male,Premium,25.1,Romance,3,1.07,425.11,Net Banking,2.0,Medium,1,3,Often,1.2,32,0,0
OTT-04695,32,Male,Standard,16.9,Drama,4,0.92,237.43,Credit Card,0.0,Medium,4,3,Rarely,4.6,15,1,0
OTT-04696,32,Male,Basic,29.6,Drama,2,1.28,106.98,Net Banking,0.0,Medium,3,2,Often,1.9,55,1,0
OTT-04697,41,Male,Premium,20.7,Thriller,4,0.99,433.48,Credit Card,5.0,High,10,3,Always,2.9,39,0,0
OTT-04698,50,Female,Standard,18.5,Drama,3,1.62,280.19,Credit Card,0.0,Low,9,2,Rarely,4.0,31,1,0
OTT-04699,36,Female,Premium,56.5,Thriller,2,6.57,390.67,Credit Card,1.0,Medium,6,4,Sometimes,3.1,3,1,0
OTT-04700,29,Female,Standard,38.1,Drama,5,4.66,230.35,Credit Card,0.0,Low,10,4,Always,1.0,51,1,0
OTT-04701,23,Female,Standard,23.0,Thriller,3,1.28,231.91,UPI,0.0,High,24,4,Rarely,4.8,58,1,1
OTT-04702,18,Male,Premium,13.5,Romance,1,0.8,460.31,Credit Card,0.0,High,6,2,Never,1.1,32,0,0
OTT-04703,42,Female,Standard,8.2,Romance,2,0.5,262.1,Net Banking,0.0,Low,4,5,Never,1.4,10,1,0
OTT-04704,41,Female,Standard,23.7,Drama,1,1.06,271.83,Credit Card,1.0,Low,6,5,Rarely,1.9,28,0,0
OTT-04705,41,Female,Basic,52.1,Documentary,2,4.83,122.56,Net Banking,0.0,Low,1,3,Sometimes,3.4,27,0,1
OTT-04706,33,Female,Premium,26.8,Documentary,5,1.19,377.32,UPI,0.0,High,1,4,Rarely,4.9,48,0,0
OTT-04707,51,Female,Basic,21.1,Comedy,2,2.18,130.49,Wallet,1.0,Medium,5,1,Rarely,4.7,46,0,1
OTT-04708,29,Female,Premium,13.9,Documentary,4,0.6,492.96,Wallet,0.0,High,25,3,Often,3.6,40,1,0
OTT-04709,46,Male,Standard,24.6,Romance,1,1.1,260.08,Wallet,3.0,Low,19,5,Often,4.0,43,1,0
OTT-04710,34,Female,Standard,20.2,Action,1,1.02,252.21,Net Banking,0.0,Medium,11,5,Sometimes,3.8,31,1,0
OTT-04711,27,Male,Premium,13.3,Documentary,2,1.02,381.89,UPI,0.0,Medium,12,4,Sometimes,3.7,51,1,0
OTT-04712,42,Male,Basic,22.7,Action,4,2.37,112.7,Net Banking,0.0,High,19,2,Always,4.2,34,1,0
OTT-04713,39,Male,Standard,40.4,Thriller,4,1.9,253.53,Wallet,1.0,Low,24,3,Always,2.4,5,0,0
OTT-04714,39,Male,Premium,9.5,Comedy,2,0.81,450.74,Credit Card,0.0,Low,10,2,Always,1.9,11,0,0
OTT-04715,35,Male,Premium,28.3,Sci-Fi,3,1.83,424.75,UPI,0.0,High,4,5,Always,2.4,7,1,0
OTT-04716,34,Male,Standard,6.6,Thriller,5,0.5,291.45,Credit Card,,Low,1,4,Often,1.2,8,1,0
OTT-04717,63,Female,Standard,17.7,Drama,2,0.9,280.45,UPI,5.0,Medium,0,5,Sometimes,4.9,17,1,0
OTT-04718,49,Female,Premium,12.5,Documentary,4,0.77,372.18,UPI,3.0,Medium,10,4,Always,4.0,44,1,0
OTT-04719,43,Other,Premium,47.1,Romance,5,2.38,466.04,UPI,2.0,Low,5,1,Often,1.9,50,1,0
OTT-04720,36,Male,Premium,58.3,Comedy,2,2.67,419.6,UPI,0.0,Low,0,2,Often,2.0,39,0,0
OTT-04721,47,Female,Standard,31.6,Thriller,5,1.57,233.85,Wallet,3.0,Medium,3,3,Often,5.0,41,1,0
OTT-04722,41,Female,Premium,19.7,Thriller,3,1.5,443.92,UPI,3.0,Low,6,4,Sometimes,4.1,51,1,0
OTT-04723,35,Male,Standard,26.8,Action,4,1.16,243.09,Net Banking,0.0,Low,15,1,Sometimes,2.7,14,1,1
OTT-04724,31,Female,Basic,8.1,Drama,3,0.5,100.76,Credit Card,0.0,Medium,3,1,Sometimes,1.8,24,1,0
OTT-04725,34,Female,Standard,47.7,Thriller,3,3.0,276.4,UPI,0.0,High,10,2,Rarely,1.2,30,1,0
OTT-04726,18,Male,Basic,48.0,Action,4,2.7,108.17,UPI,0.0,Medium,0,4,Sometimes,3.7,58,1,0
OTT-04727,37,Female,Basic,41.0,Comedy,3,2.53,133.24,Credit Card,0.0,High,32,3,Sometimes,4.1,51,1,1
OTT-04728,29,Female,Basic,30.8,Thriller,2,1.48,147.24,UPI,0.0,High,35,3,Always,1.4,52,1,0
OTT-04729,54,Male,Basic,59.6,Sci-Fi,2,3.93,136.52,UPI,1.0,High,7,3,Sometimes,1.0,50,0,0
OTT-04730,35,Male,Standard,21.6,Sci-Fi,5,1.02,211.63,UPI,2.0,High,10,5,Always,2.4,57,0,1
OTT-04731,20,Male,Basic,8.9,Action,2,0.5,134.03,UPI,4.0,Medium,14,5,Sometimes,3.7,15,1,1
OTT-04732,34,Male,Basic,25.8,Sci-Fi,2,2.03,110.53,UPI,0.0,Medium,35,4,Always,4.7,53,1,0
